Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,WorkHoursPerWeek,AnnualBonus
Masters,2017,Pune,2,27.0,Male,No,5,1,40.5037577750019,6605.437013165571
Bachelors,2017,New Delhi,3,26.0,Female,No,4,0,31.73528029690189,16710.489562574432
Bachelors,2013,Bangalore,3,28.0,Female,No,4,1,59.07307890422434,18652.941862170446
Masters,2012,New Delhi,3,27.0,Male,Yes,5,1,56.51357654890277,10742.500921526529
Bachelors,2017,Pune,2,24.0,Male,,2,0,57.83256849585639,14459.529424746206
Masters,2017,New Delhi,3,25.0,Female,No,3,1,59.847234679393054,11452.140981452394
Bachelors,2018,Bangalore,3,25.0,Female,Yes,3,1,35.21685747658462,11566.475824821926
Bachelors,2016,Bangalore,3,28.0,Male,Yes,4,0,41.887260567079764,9655.5633366218
Masters,2017,New Delhi,3,28.0,Male,No,2,0,52.74715427112274,16431.94430675487
Bachelors,2014,Bangalore,3,24.0,Male,No,2,0,50.88061854161377,19042.64846249758
Bachelors,2016,Bangalore,3,26.0,Male,Yes,4,0,34.61687719019565,19111.262888516918
Bachelors,2014,Pune,3,24.0,Female,No,2,1,54.474993749718536,7621.7192731240075
Bachelors,2013,Pune,3,26.0,Male,No,4,0,36.73321715509982,18121.154744848493
Bachelors,2012,Bangalore,3,27.0,Male,No,5,0,36.71452844467869,16061.471621406832
Bachelors,2018,Bangalore,3,24.0,Male,No,2,1,46.10923268680241,8792.561010354339
Bachelors,2017,Bangalore,1,26.0,Female,No,4,0,47.78819804525109,6009.269193822718
Bachelors,2015,Bangalore,3,28.0,Female,No,3,0,47.402586235134336,9019.95900326567
Bachelors,2013,Bangalore,3,28.0,Male,No,3,1,32.74460512193264,18683.123551722885
Bachelors,2012,Bangalore,3,27.0,Male,Yes,5,0,56.32382587891141,14497.680123436585
Bachelors,2013,Bangalore,3,26.0,Female,No,4,0,37.96800127766118,15815.819913468078
Masters,2013,New Delhi,2,27.0,Female,No,5,1,33.88544763848412,8857.285266636438
Bachelors,2016,New Delhi,3,24.0,Female,No,2,0,56.662442396069316,15790.822333622304
Bachelors,2015,Pune,2,28.0,Female,No,2,1,58.6695449468926,5421.822594168856
Bachelors,2015,New Delhi,2,25.0,Female,No,3,1,55.86382851796352,10629.820186595207
Bachelors,2014,Pune,3,24.0,Male,No,2,0,54.285482241746344,14401.300228134969
Bachelors,2017,New Delhi,3,27.0,Female,No,5,0,49.65725941917065,7191.448483119803
Bachelors,2012,New Delhi,3,26.0,Male,No,4,0,46.52572111827418,17345.05361670402
Bachelors,2013,Bangalore,3,28.0,Male,No,0,0,32.609602797342305,8525.46948217878
Bachelors,2012,Pune,3,28.0,Male,No,5,0,42.25359639212096,14784.216692276694
Bachelors,2015,Pune,2,,Female,No,4,1,41.18065551036942,11077.957138629945
Bachelors,2016,Bangalore,1,26.0,Male,No,4,0,37.79261351280979,13940.653932164707
Masters,2017,New Delhi,2,28.0,Female,Yes,2,1,51.702603410657545,6611.758289433622
Masters,2017,New Delhi,2,25.0,Male,No,3,1,44.87627205236312,5253.69199882411
Bachelors,2017,Bangalore,3,24.0,Male,No,2,0,32.43138647722944,18643.466410704517
Bachelors,2013,Bangalore,3,28.0,Male,No,0,0,36.60549605849434,9044.450131507741
Bachelors,2014,Pune,3,27.0,Male,No,5,1,50.49776290978788,17295.155041706887
Bachelors,2016,Pune,2,26.0,Female,No,4,1,32.283925784709005,19990.254507083002
Bachelors,2018,Bangalore,3,27.0,Female,Yes,5,1,55.53620742146306,8171.468869983668
Bachelors,2012,Pune,3,28.0,Male,No,4,0,44.854395810419234,8977.561117750334
Bachelors,2013,Pune,2,26.0,Female,No,4,1,44.41759731979944,14942.896814519985
Bachelors,2014,Bangalore,3,28.0,Female,No,3,0,47.77223353978553,19481.72951900932
Masters,2017,New Delhi,2,28.0,Female,No,2,0,54.740428977754476,18737.21522286116
Bachelors,2012,New Delhi,1,27.0,Female,No,5,0,40.43427623706579,12543.132800983774
Bachelors,2017,New Delhi,2,27.0,Male,No,5,0,50.34048457677191,16926.654237900868
Bachelors,2014,Bangalore,3,24.0,Male,No,2,0,46.97195891987373,7036.187796498516
Bachelors,2013,Pune,3,27.0,Male,No,5,0,38.010848105082644,19661.572763060183
Bachelors,2015,Bangalore,3,27.0,Female,No,5,0,56.358899590654744,19465.298510539797
Bachelors,2017,Bangalore,3,27.0,Male,No,5,0,53.92278064820785,7455.934368187564
Masters,2012,New Delhi,3,24.0,Male,No,2,0,49.75355503975277,9491.346872046599
Bachelors,2013,New Delhi,2,25.0,Female,No,3,1,55.51745187282726,6502.324962601504
Bachelors,2017,Bangalore,3,25.0,Male,No,3,0,56.01882602879407,9075.763983472696
Bachelors,2018,Bangalore,3,25.0,Male,No,3,1,51.25088930145104,17239.336841228098
Masters,2013,Pune,3,25.0,Male,Yes,3,1,55.11039985091016,10674.734107478893
Bachelors,2013,Pune,3,24.0,Female,No,2,0,50.92414385007851,6325.954507201375
Bachelors,2015,Pune,3,24.0,Female,No,2,1,50.40422315280901,10133.382871683569
Bachelors,2014,Bangalore,3,24.0,Male,No,2,0,48.55834134645553,19720.750013619203
Masters,2012,New Delhi,3,26.0,Female,No,4,1,52.58149918672923,14445.253928888043
Bachelors,2015,Pune,3,25.0,Male,No,3,0,34.75815315879221,11242.414196092366
Bachelors,2017,New Delhi,2,,Female,No,4,0,56.426122775967855,7498.07770245905
Bachelors,2013,Bangalore,3,28.0,Male,No,3,0,56.15530583235696,19792.65195925542
Bachelors,2016,Pune,2,28.0,Female,No,0,1,30.877418491036774,17312.735138946933
Bachelors,2012,New Delhi,3,24.0,Male,No,2,0,54.77450251694288,9222.159536763791
Bachelors,2015,New Delhi,3,,Male,No,1,0,33.86609602420336,6051.030435817842
Bachelors,2017,Bangalore,1,24.0,Male,No,2,0,40.053565627774255,5849.383360663371
Masters,2017,Pune,2,28.0,Female,No,4,0,52.30524768874823,6805.672242583008
Bachelors,2017,Pune,3,24.0,Male,No,2,0,34.82279688144925,13711.528754216324
Bachelors,2016,Bangalore,3,27.0,Female,No,5,0,54.53901072357186,18931.451318082385
Bachelors,2015,Pune,3,28.0,Male,No,2,0,54.964025338732256,12451.151420089767
Bachelors,2016,Bangalore,3,28.0,Female,No,5,0,45.224032012825084,17644.182236842957
Bachelors,2018,Bangalore,3,25.0,Male,No,3,1,30.191576151505007,11688.299297897116
Bachelors,2015,Bangalore,3,28.0,Female,No,5,0,38.61114399524738,15628.753186517379
Bachelors,2014,Bangalore,3,27.0,Male,No,5,1,48.507807551272265,15978.091059297512
Bachelors,2013,Bangalore,3,26.0,Male,No,4,0,59.435585340822705,7609.4555885500795
Bachelors,2015,Bangalore,1,24.0,Male,No,2,0,48.95440581050005,10418.240884637176
Bachelors,2012,Bangalore,3,27.0,Female,No,5,0,37.79410743192479,14559.53234807036
Bachelors,2012,Bangalore,3,25.0,Male,No,3,1,49.02017109298834,6060.449122765493
Bachelors,2015,Pune,3,28.0,Female,No,4,1,46.19956139147567,10423.102816444349
Masters,2017,Bangalore,2,24.0,Female,Yes,2,1,53.39536185453431,13021.991994217886
Bachelors,2014,Bangalore,3,28.0,Male,No,2,0,33.20941916480875,19943.36739566958
Masters,2017,Pune,2,24.0,Female,No,2,1,52.83083707506084,12118.003439336611
Bachelors,2014,New Delhi,3,26.0,Female,No,4,1,46.23799736028331,17240.851356714855
Bachelors,2015,Pune,2,28.0,Female,No,3,1,58.88976011576984,11481.009275999266
Masters,2013,Pune,2,28.0,Male,No,5,1,40.25616498116058,16945.860839295634
Bachelors,2013,New Delhi,1,28.0,Female,No,5,1,48.97865679401845,13931.222024301625
Bachelors,2015,Pune,2,26.0,Female,Yes,4,1,57.960843165300524,18298.931622535973
Masters,2015,New Delhi,3,28.0,Male,No,2,0,33.07529183972038,11164.138285251647
Bachelors,2013,Bangalore,3,27.0,Male,No,5,0,58.11685461709354,14064.566297322182
Bachelors,2018,Bangalore,3,28.0,Male,No,2,1,50.636571669024406,14450.280209282411
Bachelors,2012,Pune,3,,Male,No,2,0,32.03511177315516,11260.7441270071
Bachelors,2014,Pune,3,27.0,Female,No,5,1,39.02890700840449,7164.680655312222
Masters,2018,New Delhi,3,,Male,No,2,1,51.24516265935845,6403.391103685033
Bachelors,2018,Bangalore,3,25.0,Male,Yes,3,1,32.02051804406315,5250.073258994496
Bachelors,2017,New Delhi,2,25.0,Male,No,3,0,47.4651138052882,18103.01396367822
Bachelors,2014,Pune,3,24.0,Female,No,2,1,40.3764917085887,8547.12368358042
Bachelors,2012,New Delhi,3,26.0,Female,No,4,0,48.62746553302431,8172.60123922652
Bachelors,2014,Pune,3,26.0,Male,No,4,0,31.372261014375386,16040.531006390982
Bachelors,2014,Bangalore,3,28.0,Male,No,4,0,56.146104184571286,9800.241696310877
Bachelors,2018,Bangalore,3,26.0,Male,Yes,4,1,59.2046690753219,12590.67038617755
Bachelors,2013,Pune,2,26.0,Male,No,4,0,59.06633565857074,7437.6659794618445
Bachelors,2013,Pune,2,25.0,Female,No,3,1,52.48955495228774,19396.18582192954
Bachelors,2018,Pune,3,25.0,Male,Yes,3,1,33.90258720391896,17773.72100025856
Bachelors,2013,Bangalore,3,25.0,Female,No,3,0,52.747895877870675,17956.84434447505
Bachelors,2014,Bangalore,3,28.0,Male,No,4,0,30.737607493764045,11101.606228580078
Masters,2017,New Delhi,3,24.0,Female,No,2,0,30.663706545869918,16435.41820560759
Masters,2017,Pune,2,27.0,Female,No,5,0,39.70830657448624,7158.142330846702
Bachelors,2012,Bangalore,3,24.0,Male,No,2,0,44.65929571213997,5129.285038876704
Bachelors,2017,Pune,3,27.0,Female,No,5,1,53.112222534233794,5299.593988670422
Masters,2017,New Delhi,2,28.0,Male,No,4,0,50.49886129819515,13799.026061068407
Bachelors,2017,New Delhi,2,25.0,Male,No,3,0,43.37708119130245,11830.923578719112
Bachelors,2017,Pune,3,25.0,Male,Yes,3,1,38.208799988449975,12770.230233627797
Masters,2017,Pune,2,24.0,Female,No,2,1,59.913735004731336,5111.947106258291
Bachelors,2013,Pune,3,,Male,Yes,5,1,42.78543906707919,11340.299294861386
Bachelors,2016,Bangalore,3,26.0,Female,No,4,1,43.541610729890266,15771.022418012912
Bachelors,2015,Pune,2,27.0,Female,No,5,1,34.90871463575007,11640.405529511538
Bachelors,2014,Bangalore,3,27.0,Male,No,5,1,53.84428646249788,15983.288094683334
Bachelors,2012,Bangalore,3,26.0,Male,No,4,0,50.81046677344466,8495.284465952522
Bachelors,2016,Pune,2,27.0,Female,No,5,1,36.62308838366281,17197.13006722588
Masters,2017,Bangalore,2,28.0,Male,No,2,0,32.47143136847528,13826.468606801784
Masters,2017,New Delhi,3,24.0,Female,No,2,1,50.41497906224139,8161.446491448593
Bachelors,2017,Pune,3,24.0,Male,No,2,0,49.63533642843406,8550.807137807495
Bachelors,2018,Bangalore,3,24.0,Male,No,2,1,38.19778580994628,14420.456968543056
Masters,2017,New Delhi,2,28.0,Male,No,3,0,58.52590686751231,17449.09389818665
Bachelors,2015,Bangalore,3,26.0,Female,Yes,4,0,34.531736753427005,11234.416730437328
Bachelors,2018,Pune,3,26.0,Female,No,4,1,42.97004403127806,8874.506436913884
Bachelors,2013,Bangalore,3,25.0,Male,Yes,3,0,58.30847760502797,18005.174103659007
Bachelors,2016,Bangalore,3,26.0,Male,,4,0,42.59181950778367,15039.024376262523
Masters,2018,Pune,3,28.0,Male,No,2,1,49.15577842992256,11721.282309246148
Bachelors,2016,Bangalore,3,26.0,Male,No,4,0,41.92783193888383,12318.502929189528
Bachelors,2017,Bangalore,3,27.0,Male,No,5,0,38.2264560704601,8063.847019045947
Bachelors,2012,Bangalore,3,27.0,Female,No,5,0,59.51932943879485,14402.03945097266
PHD,2016,New Delhi,3,27.0,Male,No,5,0,42.28002018945129,10381.137658143329
Bachelors,2017,New Delhi,2,25.0,Male,No,3,0,56.82297611037403,19934.677650115238
Bachelors,2015,New Delhi,3,28.0,Female,No,2,0,36.89863817673259,12202.752728928317
Bachelors,2013,Pune,2,26.0,Female,No,4,1,36.3931411207525,12288.284092844198
Bachelors,2017,Bangalore,3,27.0,Female,No,5,0,30.93402248653534,13487.776811160078
Bachelors,2015,Pune,2,24.0,Female,No,2,1,49.550004761276554,18751.340046781203
Bachelors,2017,Bangalore,3,27.0,Female,No,5,0,41.05579031171283,17012.271497896254
Bachelors,2016,Bangalore,3,25.0,Male,No,3,1,55.93074749518911,11766.95104696762
Bachelors,2018,Bangalore,3,26.0,Male,No,4,1,44.19629720074671,15780.48898959194
Bachelors,2015,Bangalore,3,,Male,No,5,0,59.045802837441656,13793.532481711425
Bachelors,2014,Pune,3,24.0,Male,No,2,0,35.565765471093634,12385.505730518733
Bachelors,2012,Bangalore,3,27.0,Male,No,5,0,56.05869503866832,7884.736591765258
Bachelors,2013,Pune,3,27.0,Male,No,5,0,53.297905583752254,11959.043951823363
Bachelors,2015,Bangalore,1,25.0,Male,No,3,0,53.127655339321564,8687.27880533862
Masters,2017,New Delhi,2,25.0,Female,No,3,0,55.34349684350663,18722.632247774818
PHD,2015,Pune,3,28.0,Male,No,0,0,52.830719728289964,10031.102202445203
Bachelors,2015,Bangalore,3,28.0,Male,No,3,0,48.78660964894246,19283.960218000582
Bachelors,2016,Bangalore,3,28.0,Male,No,5,0,33.93734633047163,12995.829351420667
PHD,2013,New Delhi,3,24.0,Male,No,2,0,30.975785384737556,14473.165680142405
Bachelors,2014,Bangalore,3,26.0,Male,Yes,4,0,57.6254354344706,13144.106667339916
Bachelors,2015,Pune,2,26.0,Female,,4,1,48.499509435622144,6940.709254500513
Bachelors,2017,Bangalore,3,27.0,Male,Yes,5,0,53.89611872928529,10637.318285119114
Bachelors,2014,New Delhi,3,26.0,Male,No,4,0,44.4456705453765,6487.191684164359
Masters,2013,Bangalore,3,27.0,Male,No,5,1,33.51924566887183,14344.310662750726
Bachelors,2016,Pune,3,24.0,Male,Yes,2,0,33.755573766076516,11703.112928006583
Bachelors,2016,Bangalore,3,26.0,Male,No,4,0,50.566958616869144,16669.774573564053
Bachelors,2013,Pune,2,28.0,Female,No,2,1,42.90917684698388,8307.057214990547
Masters,2017,Bangalore,2,24.0,Male,No,2,1,36.0157418010101,7468.490876440024
Masters,2017,New Delhi,2,24.0,Male,No,2,1,44.74783640224311,11094.983464456516
Masters,2015,Pune,2,24.0,Female,No,2,1,31.92626811225402,18898.780748275716
Bachelors,2014,Pune,3,26.0,Male,No,4,0,47.45914205743196,15656.327225186176
Bachelors,2016,Pune,2,27.0,Female,No,5,1,38.06980213305293,11283.85437189378
Bachelors,2017,Bangalore,3,,Male,No,3,0,53.92677301911564,12759.082546314658
Masters,2017,New Delhi,2,26.0,Female,No,4,0,39.31085876770722,6263.195167656475
Bachelors,2016,Bangalore,1,25.0,Female,No,3,0,43.656604472454035,19768.638445641696
PHD,2014,Bangalore,1,25.0,Female,No,3,0,30.348616197243018,14996.109570423783
Bachelors,2013,Bangalore,3,25.0,Female,No,3,0,32.17340663383676,9281.061026951338
Bachelors,2014,New Delhi,3,24.0,Male,No,2,0,41.77480669220054,13787.125913228665
Bachelors,2015,Pune,2,28.0,Female,Yes,2,1,44.39816504151371,6642.2354910349095
Bachelors,2014,New Delhi,3,28.0,Male,No,5,0,48.00061644357911,19487.55003211375
Bachelors,2015,Bangalore,3,26.0,Male,No,4,0,38.7498773612791,7621.774818250489
Bachelors,2014,Bangalore,3,25.0,Male,No,3,0,50.849456583796275,14720.454770828212
Bachelors,2018,Pune,3,26.0,Male,No,4,1,55.803671915676134,8681.816938083957
Masters,2015,Pune,2,,Female,No,2,0,53.3955296668005,15763.420739728037
Masters,2013,New Delhi,3,28.0,Male,No,2,1,31.188564760450713,16652.320508604214
Bachelors,2014,Bangalore,3,25.0,Male,No,3,0,44.41520841773487,15101.29593367149
Masters,2015,New Delhi,2,26.0,Female,No,4,0,33.147905352545244,14217.491903827888
Bachelors,2016,New Delhi,3,27.0,Male,No,5,0,37.26135047587582,18387.036409280176
Bachelors,2014,Bangalore,3,24.0,Female,No,2,0,59.59987779801439,6179.400664846371
Masters,2017,Pune,3,24.0,Female,No,2,0,34.2748662870454,9963.721486702929
Bachelors,2014,Pune,3,25.0,Female,No,3,1,44.966644603540686,8724.31219446269
Bachelors,2015,Pune,3,27.0,Female,No,5,1,48.54467202954358,19820.209430981326
Bachelors,2017,New Delhi,2,28.0,Male,No,0,0,51.07394911632312,10840.846695003103
Bachelors,2017,New Delhi,3,25.0,Female,No,3,0,46.78946050460742,15989.19048860598
Bachelors,2012,Pune,3,24.0,Male,No,2,1,30.29312542257551,15270.877458215069
Masters,2016,New Delhi,3,25.0,Male,No,3,1,39.79383924731975,8181.218562160666
Bachelors,2015,Pune,2,26.0,Female,No,4,1,45.53134930154134,8584.96520317327
Masters,2014,New Delhi,3,27.0,Male,No,5,0,32.635994974345,9219.268453295512
Bachelors,2015,Bangalore,3,24.0,Female,No,2,1,40.51880793627542,11166.909173890688
Bachelors,2014,New Delhi,3,,Male,No,3,0,30.996093263740995,8514.875984757902
Bachelors,2017,Bangalore,3,24.0,Male,No,2,0,32.35735491465062,5294.772241202717
Bachelors,2017,New Delhi,3,24.0,Female,No,2,1,41.90769828604788,18190.895852107933
Bachelors,2012,Bangalore,3,28.0,Male,No,1,0,33.98147262129181,19484.147470713262
Bachelors,2014,Bangalore,1,26.0,Male,No,4,0,47.02622544784674,10123.55580547352
Bachelors,2017,Bangalore,3,28.0,Male,Yes,3,0,50.683949074117976,10077.603191382092
Bachelors,2015,Pune,1,25.0,Female,No,3,1,54.017600973272486,5106.377191615565
Bachelors,2015,Pune,2,24.0,Female,Yes,2,1,36.0045073273443,15203.76032495561
Bachelors,2017,Pune,2,26.0,Male,No,4,0,35.024477467772094,17381.598436229433
Bachelors,2015,Bangalore,3,28.0,Male,No,0,0,33.13703521003201,7199.124505400047
Bachelors,2016,Bangalore,3,28.0,Male,No,2,0,49.0929074863091,7394.995240507262
Bachelors,2013,Pune,3,28.0,Female,Yes,3,1,51.19427179460703,16851.24874957157
Bachelors,2017,Bangalore,3,27.0,Male,No,5,0,30.94758434476926,14244.36122531217
Masters,2015,New Delhi,3,25.0,Male,No,3,0,58.086367387310695,5672.908364415755
Bachelors,2012,New Delhi,3,28.0,Female,No,4,0,31.559138509544173,14338.204856934226
Bachelors,2012,Bangalore,3,26.0,Male,No,4,0,46.238890059032116,9633.765842656492
Bachelors,2012,Bangalore,3,25.0,Male,No,3,0,51.27181558352749,10530.87733206269
Masters,2017,New Delhi,3,25.0,Male,No,3,1,56.129073712382564,16545.9712744532
Bachelors,2017,Bangalore,3,25.0,Male,No,3,0,51.42260796397284,17164.027890089157
Bachelors,2012,Bangalore,3,26.0,Female,No,4,0,54.051842492093755,11005.34940259746
Bachelors,2017,Bangalore,3,26.0,Female,No,4,0,40.18350577628418,19207.294040095323
Masters,2017,New Delhi,2,25.0,Male,Yes,3,1,54.44475341239537,11096.940769281084
Bachelors,2015,Bangalore,3,25.0,Male,No,3,0,32.40344539154025,16577.54052845165
Bachelors,2013,Bangalore,3,26.0,Female,No,4,0,56.84449968181583,12258.158968463886
Bachelors,2017,Pune,3,25.0,Female,No,3,1,46.42777128461209,18462.98489783126
Bachelors,2014,New Delhi,3,28.0,Female,Yes,2,0,54.51893309887481,18616.418654752677
Bachelors,2016,Bangalore,3,27.0,Female,No,5,0,43.569548535549,6311.252118066258
Bachelors,2018,Bangalore,3,25.0,Male,No,3,1,49.30733085589575,19047.399969653387
Bachelors,2012,Bangalore,3,27.0,Female,Yes,5,0,45.792079828083395,17383.022622806235
Bachelors,2017,New Delhi,3,27.0,Female,No,5,0,51.947685652659956,16869.660714690002
Bachelors,2016,Bangalore,2,25.0,Male,No,3,1,32.44889946091769,8013.670095282836
Bachelors,2016,Bangalore,3,28.0,Female,No,4,0,31.810562519716914,17076.788131319976
Bachelors,2017,New Delhi,2,27.0,Male,No,5,0,37.41309702030439,17751.991020275553
Bachelors,2016,Bangalore,3,24.0,Female,No,2,0,34.78634040339565,9337.255016812265
Bachelors,2013,Bangalore,3,,Male,No,3,0,56.15350699776605,19283.901175434854
Bachelors,2017,New Delhi,2,25.0,Female,No,3,0,36.57641962074133,5747.9021959874635
Bachelors,2015,Pune,3,24.0,Male,No,2,0,59.27595767457394,7248.638798707095
Bachelors,2012,New Delhi,3,25.0,Female,No,3,0,40.10687375313321,13063.717070772715
PHD,2017,New Delhi,3,27.0,Female,No,5,0,35.46353747066098,13636.887066834646
Bachelors,2014,Bangalore,3,25.0,Female,No,3,1,53.690955214274375,14677.25124951355
Masters,2017,Bangalore,3,28.0,Male,No,2,0,49.761233265026284,5254.536939731997
Bachelors,2016,Pune,3,25.0,Male,No,3,0,44.94587149359417,19405.501619331953
Bachelors,2014,Bangalore,3,,Male,Yes,3,0,46.66090652812893,5668.821391012159
Bachelors,2012,New Delhi,3,27.0,Male,No,5,0,51.57605334816792,7145.929290851036
Bachelors,2012,Pune,3,25.0,Female,No,3,1,36.853642239938964,5210.217762890855
Masters,2015,New Delhi,3,27.0,Female,No,5,0,59.89001748170226,13502.87649941142
Bachelors,2014,Bangalore,3,24.0,Male,No,2,0,59.2437948644035,18984.003258814584
Bachelors,2015,Pune,2,27.0,Female,No,5,1,49.50977059040811,14989.207491206964
Bachelors,2014,Bangalore,3,25.0,Male,No,3,1,35.98627352787435,17339.862027206407
Bachelors,2015,Bangalore,3,25.0,Male,No,3,0,50.40684727293874,5199.218051878701
Bachelors,2018,New Delhi,3,26.0,Female,No,4,1,32.165952269375275,13130.229477195891
Bachelors,2017,Pune,2,26.0,Female,No,4,1,30.919575066174183,11893.444662582828
Bachelors,2014,Pune,2,24.0,Female,No,2,1,37.730486655336406,12484.519163311896
Bachelors,2013,Bangalore,3,27.0,Male,No,5,0,43.87868870217949,6083.197780027819
Bachelors,2017,New Delhi,2,27.0,Male,No,5,0,56.04817516225141,15266.530416039612
PHD,2012,New Delhi,3,28.0,Female,No,1,0,51.81507209298924,12548.306222879517
Masters,2012,New Delhi,3,26.0,Female,No,4,1,52.28119563599943,16477.23274791896
Bachelors,2014,Bangalore,3,27.0,Male,No,5,0,42.764800033442256,12279.35951092573
Bachelors,2013,Bangalore,3,28.0,Female,No,0,1,40.378049776408886,7240.724543396482
Bachelors,2014,Pune,3,26.0,Male,No,4,0,41.13116288953808,14723.85431116733
Bachelors,2016,Pune,2,24.0,Female,No,2,1,59.62948691208173,7585.795431577493
Bachelors,2015,Bangalore,1,24.0,Female,No,2,1,31.203275742374473,18085.918450322224
Bachelors,2012,Bangalore,3,26.0,Female,No,4,0,56.01094488367346,14196.743586038623
Masters,2014,Pune,3,27.0,Male,No,5,0,47.3602622571718,7358.058253354314
Masters,2017,New Delhi,2,27.0,Male,No,5,1,43.158462575687714,19435.070862218105
Masters,2017,New Delhi,1,25.0,Female,No,3,0,51.757729812454095,12775.481950029809
Masters,2012,Pune,3,28.0,Male,No,0,1,44.60006824274109,6093.476778074825
Masters,2012,New Delhi,3,28.0,Male,No,2,1,56.20269714244982,14402.493566226009
Masters,2013,New Delhi,2,24.0,Male,No,2,1,57.02105592033776,8797.983605192154
